Doc No.,Order,Label,BM25 Score,Title,Abstract
Doc No.21,2284,negative/unlabeled,19.034515,Total energy expenditure in human immunodeficiency virus-infected men and healthy controls.,"Total daily energy expenditure (TEE) has been reported to be slightly decreased in weight-stable acquired immune deficiency syndrome (AIDS) patients. This conclusion is based on a comparison of TEE measurements to the data reported by others. We measured TEE in nine weight-stable human immunodeficiency virus (HIV)-infected homosexual men (Centers for Disease Control [CDC]-II to -IV) without active opportunistic disease and nine age-, sex-, and height-matched healthy controls using the doubly labeled water technique for 2 weeks, and resting energy expenditure (REE) using the ventilated-hood technique. TEE in HIV-Infected patients was not significantly different from that in healthy controls (221 +/- 12.5 and 210 +/- 9 kJ.kg lean body mass [LBM]-1.d-1, respectively, NS). REE was approximately 10% higher in HIV patients than in healthy controls (134 +/- 4 and 125 +/- 4 kJ.kg LBM-1.d-1, respectively, P = .02). The energy spent in relation to physical activity was not different between HIV-Infected patients and the controls (66 +/- 10 and 64 +/- 5 kJ.kg LBM-1.d-1, respectively, NS). In conclusion, REE is increased by about 10% in weight-stable HIV-infected men without active opportunistic disease. TEE and the energy spent during physical activity are not different in this group of patients versus healthy controls. This is in contrast to the previously reported decrease of TEE in weight-losing AIDS patients. Therefore, the energy requirements of stable HIV-infected patients are not decreased compared with those of healthy subjects."
Doc No.22,7134,negative/unlabeled,18.99582,Pharmacologic management of human immunodeficiency virus wasting syndrome.,"Pharmacologic interventions for human immunodeficiency virus (HIV) wasting have been studied since the 1990s, but the results of these interventions have been difficult to compare because the studies used different HIV wasting definitions and assessed various patient outcomes. Thus, we performed a systematic review of the current literature to identify studies that evaluated pharmacologic management of HIV wasting and to compare and contrast treatment options. Further, we provide a comprehensive review of these treatment options and describe the definition of HIV wasting used in each study, the outcomes assessed, and whether antiretroviral therapy was used during the HIV wasting treatment. Literature searches of the PubMed/Medline (1946-2014) and Google Scholar databases were performed, and a review of the bibliographies of retrieved articles was performed to identify additional references. Only English-language articles pertaining to humans and HIV-infected individuals were evaluated. Thirty-six studies were identified that assessed pharmacologic interventions to treat HIV wasting. Appetite stimulants, such as megestrol acetate, have been shown to increase total body weight (TBW) and body mass index in HIV-infected patients with wasting. Studies evaluating dronabinol showed conflicting data on TBW increases, but the drug may have minimal benefit on body composition compared with other appetite stimulants. Testosterone has been shown to be effective in HIV wasting for those who suffer from hypogonadism. Recombinant human growth hormone has been evaluated for HIV wasting and has shown promising results for TBW and lean body mass increases. Thalidomide has been studied; however, its use is limited due to its toxicities. Although megestrol acetate and dronabinol are approved by the U.S. Food and Drug Administration (FDA) for the treatment of HIV wasting, it is important to recognize other comorbidities such as depression or hypogonadism that may contribute to the patient's appetite and weight loss. If a patient is diagnosed with hypogonadism and HIV wasting, testosterone would be a good therapeutic option. Although mirtazapine is not FDA approved for the management of HIV wasting, it has been shown to promote weight gain while treating depression symptoms. Mirtazapine may be a promising pharmacologic option in the management of HIV wasting and depression, but further research is needed. "
Doc No.23,15050,positive/labeled,18.923035,The influence of human immunodeficiency virus infection and intravenous drug abuse on complications of hemodialysis access surgery.,"To examine the influence of human immunodeficiency virus (HIV) infection on complications in dialysis access surgery, a review was performed on patients undergoing hemodialysis at two major metropolitan medical centers over a 30-month period. One hundred eight patients underwent a total of 169 graft procedures; mean follow-up was 14 1/2 months. There were 18 (17%) patients who were HIV-positive who had no symptoms, 11 (10%) patients with acquired immunodeficiency syndrome (AIDS), and 79 (73%) patients who were HIV-negative. Twenty-three percent (25/108) of patients had a history of intravenous drug abuse (IVDA), most of whom also had either AIDS or asymptomatic HIV infection. Dialysis procedures included 44 autogenous reconstructions (26%), 117 polytetrafluoroethylene (PTFE) grafts (69%), and 8 (5%) procedures of unknown type. Arteriovenous fistula or graft thrombosis was a frequent complication. The overall 12-month graft patency rate was 41%, and patients with HIV infection or a history of IVDA did not have a significantly increased risk of thrombosis. Multivariate analysis showed that the use of PTFE as opposed to autogenous reconstruction was the only significant risk factor found for occlusion within the first 12 months after operation (p < 0.01). Twenty-five graft infections occurred, all in PTFE grafts. The PTFE graft infection rate was 43% in patients with AIDS, 36% in patients who were HIV-positive and who had no symptoms, and 15% in patients who were HIV-negative (p < 0.05). Patients with a history of IVDA had a 41% PTFE graft infection rate versus a 13% infection rate in patients who did not have a history of IVDA (p < 0.01).(ABSTRACT TRUNCATED AT 250 WORDS)"
Doc No.24,6765,negative/unlabeled,18.912146,Total energy expenditure and carbohydrate oxidation are increased in the human immunodeficiency virus lipodystrophy syndrome.,"To determine whether total energy expenditure (TEE) is increased in the human immunodeficiency virus (HIV) lipodystrophy syndrome, we compared energy expenditure (EE) and substrate oxidation rates in 12 HIV-infected men with lipodystrophy, 7 HIV-infected men without lipodystrophy, and 14 healthy controls. TEE and nutrient oxidation rates were assessed by whole-room indirect calorimetry. Resting energy expenditure (REE) was measured by indirect calorimetry using the open-circuit technique. Body composition was assessed by dual-energy x-ray absorptiometry (DEXA). Insulin sensitivity was measured using the insulin-modified frequently sampled intravenous glucose tolerance test. TEE adjusted for lean body mass (LBM) was significantly higher in the HIV-infected group with lipodystrophy compared to HIV-infected patients without lipodystrophy (2,873.3 +/- 69 v 2,573.9 +/- 92 kcal/d, P =.02) and compared to healthy controls (2,873.3 +/- 69 v 2,404.0 +/- 64 kcal/d, P <.001). REE and sleeping metabolic rate (SMR) adjusted for LBM were also significantly higher in the HIV-infected group with lipodystrophy compared to both HIV-infected and healthy controls. Carbohydrate oxidation rates adjusted for LBM were higher in men with HIV lipodystrophy as compared to healthy controls (362.5 +/- 23 v 250.0 +/- 22 g/d, P = <.01) and tended to be higher as compared to HIV-infected controls (362.5 +/- 23.6 v 297.3 +/- 31 g/d, P =.1). In conclusion, TEE and carbohydrate oxidation are increased in the HIV lipodystrophy syndrome. The increase in TEE appears to be due to increases in REE. The pathogenesis of elevated EE in HIV lipodystrophy and other forms of lipodystrophy remains to be determined."
Doc No.25,2468,negative/unlabeled,18.623974,"Recombinant human growth hormone, insulin-like growth factor 1, and combination therapy in AIDS-associated wasting. A randomized, double-blind, placebo-controlled trial.","To increase lean body mass and improve health status in patients with wasting associated with the acquired immunodeficiency syndrome (AIDS) by treatment with recombinant human growth hormone (rhGH), recombinant human insulin-like growth factor 1 (rhIGF-1), or both."
Doc No.26,15241,negative/unlabeled,18.564304,Clinical factors associated with weight loss related to infection with human immunodeficiency virus type 1 in the Multicenter AIDS Cohort Study.,"The relation between a number of potential risk factors and change in body mass index per semester was examined in a community-based cohort of 1,809 homosexual and bisexual men seropositive for human immunodeficiency virus type 1 (HIV-1). The men were followed semiannually for up to 6.5 years between 1984 and 1990. A total of 9,735 person-semesters of observations were available for analysis. A Markov-type autoregressive model, adjusting for previous body mass index, was used to predict the change in body mass index over each person-semester. Overall, the cohort was gaining weight. An asymptomatic participant 1.8 m in height whose CD4+ cell count was > 750/microliters gained a mean of 0.5 kg each person-semester. In bivariate autoregressive models, diarrhea, fever, oral thrush, acquired immunodeficiency syndrome (AIDS), and CD4+ lymphocyte counts of < 100 and 100-199 cells/microliters were all associated with a significant decrease in body mass index. A significant inverse association was also found between change in body mass index and lymphadenopathy and herpes zoster, but when the intercept coefficient was added, no overall decrease in body mass index was seen in these models. In a final multivariate model, diarrhea was less strongly associated with a change in body mass index (p = 0.057), although AIDS (p = 0.009), fever (p = 0.006), thrush (p = 0.002), and a CD4+ lymphocyte count of < 100 cells/microliters (p < 0.001) all remained independently associated with a decrease in body mass index. Lymphadenopathy and a CD4+ lymphocyte count of 100-199 cells/microliters were also significant covariates in the final model, but neither of the beta coefficients exceeded that of the intercept, indicating that they were not independently associated with a decrease in body mass index. These findings suggest that the importance of diarrhea as a cause of HIV-related weight loss may have been over-estimated in previous clinic-based studies. AIDS and nonspecific markers of progression (fever, thrush, and a CD4+ count of < 100 cells/microliters) were the best predictors of weight loss during a semester."
Doc No.27,2356,positive/labeled,18.550592,"Dual efficacy of lamivudine treatment in human immunodeficiency virus/hepatitis B virus-coinfected persons in a randomized, controlled study (CAESAR). The CAESAR Coordinating Committee.","The efficacy and safety of lamivudine in persons coinfected with human immunodeficiency virus (HIV) type 1 and hepatitis B virus (HBV) were examined in the CAESAR study, a randomized placebo-controlled trial assessing the addition of lamivudine (150 mg 2x/day) or lamivudine (150 mg 2x/day) plus loviride (100 mg 3x/day) to zidovudine-containing background antiretroviral treatment. Baseline hepatitis B surface antigen (HBsAg) results were available for 1790 study subjects, of whom 122 (6.8%) tested positive. Retrospective analyses for serial HBV DNA, HBsAg, and hepatitis B e antigen (HBeAg) were performed on stored sera from 118 HBsAg-positive subjects. HBV DNA and HBeAg were present in 83% and 63%, respectively. At weeks 12 and 52, median log10 HBV DNA change was -2.0 and -2.7, respectively, in the lamivudine arms, compared with no reduction among placebo recipients (P<.001). A trend to lower alanine transferase level, and delayed progression of HIV-1 disease (relative hazard, 0.26; 95% confidence interval, 0.08-0.80) were also seen in the lamivudine arms, compared with the placebo group."
Doc No.28,4184,negative/unlabeled,18.493017,Elbasvir/Grazoprevir for Patients With Hepatitis C Virus Infection and Inherited Blood Disorders: A Phase III Study.,"Direct-acting antiviral agents have not been studied exclusively in patients with inherited blood disorders and hepatitis C virus (HCV) infection. The objective of the randomized, placebo-controlled, phase III C-EDGE IBLD study was to assess the safety and efficacy of elbasvir/grazoprevir (EBR/GZR) in patients with inherited bleeding disorders and HCV infection. One hundred fifty-nine adults with HCV infection and sickle cell anemia, thalassemia, or hemophilia A/B or von Willebrand disease were enrolled at 31 study sites in the United States, Europe, Australia, Canada, Israel, and Thailand. Patients were given an oral, once-daily, fixed-dose combination of EBR/GZR 50 mg/100 mg for 12 weeks and randomized to the immediate-treatment group (ITG) or deferred-treatment group (DTG; placebo followed by active treatment). The primary endpoints were the proportion of patients in the ITG with unquantifiable HCV RNA 12 weeks posttreatment (sustained virological response 12 weeks after completion of study treatment; SVR12) and the comparison of safety in the ITG and DTG. In the ITG, 100 of 107 patients (93.5%) achieved SVR12, 6 relapsed, and 1 was lost to follow-up. SVR12 was achieved in 94.7% (18 of 19), 97.6% (40 of 41), and 89.4% (42 of 47) of patients with sickle cell disease, β-thalassemia, and hemophilia A/B or von Willebrand disease, respectively. Serious adverse events were reported by 2.8% (n = 3) and 11.5% (n = 6) of patients in the ITG and DTG, respectively. Hemoglobin levels and international normalized ratio values were similar in patients receiving EBR/GZR and placebo; among patients with hemoglobinopathies, change in mean hemoglobin levels was similar in those receiving EBR/GZR compared to those receiving placebo."
Doc No.29,14151,negative/unlabeled,18.475662,The pilot study of DXA assessment in chinese HIV-infected men with clinical lipodystrophy.,"The aim of this study was to evaluate human immunodeficiency virus (HIV)-infected patient's body composition changes by dual-energy X-ray absorptiometry (DXA) and to analyze factors associated with lipodystrophy (LD). Total-body composition was measured by DXA in HIV-infected men and healthy men. HIV-infected men were divided into LD patients and non-LD patients according to whether they were complicated with LD. Healthy men were selected as controls. Fat mass (FM) of HIV-infected patients correlated negatively with the duration of HIV infection and with the duration of highly active antiretroviral therapy regimen (r(s)=-0.448 and -0.563; p=0.032 and 0.000, respectively). Multiple linear regression results showed that FM had positive correlation with weight and bone mineral content (BMC) and had negative correlation with lean mass (LM). Total body and regional FMs were found to be significantly different among LD patients, non-LD patients, and controls-the lowest in LD patients and the highest in controls (p<0.05). Total body, trunk, and leg BMCs of LD patients were lower than those of controls (p<0.05). Lumbar bone mineral density of LD patients was lower than that of non-LD patients and controls (p=0.04 and 0.007). LM of LD patients was higher than that of non-LD patients, and trunk LM had statistical difference between the 2 groups (p=0.003). Applying DXA to assess HIV-infected patient's body composition changes could provide objective information for physicians to prevent LD and osteoporosis."
Doc No.30,6884,negative/unlabeled,18.364983,Hyperandrogenemia in human immunodeficiency virus-infected women with the lipodystrophy syndrome.,"A novel lipodystrophy syndrome characterized by insulin resistance, hypertriglyceridemia, and fat redistribution has recently been described in human immunodeficiency virus (HIV)-infected men and women. Women with the HIV lipodystrophy syndrome exhibit a marked increase in waist-to-hip ratio and truncal adiposity; however, it is unknown whether androgen levels are increased in these patients. In this study, we assessed androgen levels in female patients with clinical lipodystrophy based on evidence of significant fat redistribution in the trunk, extremities, neck and/or face (LIPO: n = 9; age, 35.7+/-1.7 yr; BMI, 24.7+/-0.8 kg/m2) in comparison with age- and BMI-matched nonlipodystrophic HIV-infected females (NONLIPO: n = 14; age, 37.6+/-1.1 yr; BMI, 23.4+/-0.6 kg/m2) and healthy non-HIV-infected control subjects (C: n = 16; age, 35.8+/-0.9 yr; BMI, 23.1+/-0.4 kg/m2). Fasting insulin, lipid levels, virologic parameters, and regional body composition using dual energy x-ray absorptiometry were also assessed. Total testosterone [ LIPO, 33+/-6 ng/dL (1.1+/-0.2 nmol/L); NONLIPO, 17+/-2 ng/dL (0.6+/-0.1 nmol/L); C, 23+/-2 ng/dL (0.8+/-0.1 nmol/L); P < 0.05 LIPO vs. C and LIPO vs. NONLIPO] and free testosterone determined by equilibrium dialysis [LIPO, 4.5+/-0.9 pg/mL (16+/-3 pmol/L); NONLIPO, 1.7+/-0.2 pg/mL (6+/-1 pmol/L); C, 2.4+/-0.2 pg/mL (8+/-1 pmol/L); P < 0.05 LIPO vs. C and LIPO vs. NONLIPO] were increased in the lipodystrophic patients. Sex hormone-binding globulin levels were not significantly different between LIPO and C, but were significantly lower in the LIPO vs. NONLIPO patients (LIPO 84+/-7 vs. NONLIPO 149+/-17 nmol/L, P < 0.05). The LH/FSH ratio was significantly increased in the LIPO group compared with the NONLIPO and C subjects (LIPO, 2.0+/-0.6; NONLIPO, 1.1+/-0.1; C, 0.8+/-0.1; P < 0.05 LIPO vs. NONLIPO and LIPO vs. C). Body fat distribution was significantly different between LIPO and C subjects. Trunk to extremity fat ratio (1.46+/-0.17 vs. 0.75+/-0.05, LIPO vs. C, P < 0.05) was increased and extremity to total fat ratio decreased (0.40+/-0.03 vs. 0.55+/-0.01, LIPO vs. C, P < 0.05). In contrast, fat distribution was not different in the NONLIPO group vs. control subjects. Among the HIV-infected patients, free testosterone correlated with percent truncal fat (trunk fat/trunk mass) (r = 0.43, P = 0.04). These data suggest that hyperandrogenemia is another potentially important feature of the HIV-lipodystrophy syndrome in women. Additional studies are necessary to determine the clinical significance of increased androgen levels and the relationship of hyperandrogenism to fat redistribution and insulin resistance in this population of patients."
Doc No.31,13084,positive/labeled,18.205553,Serological markers and risk factors for hepatitis B and C viruses in patients infected with human immunodeficiency virus.,"Both hepatitis B and hepatitis C viruses (HBV and HCV) infection are common in HIV-infected individuals as a result of shared risk factors for acquisition. A serological study for HBV and HCV was performed in 251 HIV-positive individuals from Medellín, Colombia. A qualitative RT-PCR for HCV was done in 90 patients with CD4+ T-cell count < 150 per mm(3). Serological markers for HBV infection were present in 97 (38.6%) patients. Thirty six of them (37.1%) had isolated anti-HBc. A multivariate analysis indicated that the following risk factors were significantly associated with the presence of these markers: age (OR = 1.05, 95% CI: 1.01-1.08), pediculosis pubis (OR = 1.83, 95% CI: 1.01-3.33), men who have sex with men and women (OR = 3.23, 95% CI: 1.46-7.13) and men who have sex only with men (OR = 3.73, 95% CI: 1.58-8.78). The same analysis restricted to women showed syphilis as the only significant risk factor. Thus, HBV infection was considerably associated with high risk sexual behavior. HCV was present in only two (0.8%) of HIV patients. Both of them were positive by RT-PCR and anti-HCV. This low frequency of HIV/HCV coinfection was probably due to the uncommon intravenous drug abuse in this population. The frequent finding of isolated anti-HBc warrants molecular approaches to rule out the presence of cryptic HBV infection."
Doc No.32,7892,negative/unlabeled,18.143364,Prevalence and risk factors for hepatitis C virus infection among young Thai men.,"Epidemiologic studies of hepatitis C virus (HCV) infection are unusual in developing countries, especially Thailand. We evaluated the prevalence and risk factors for HCV among military conscripts, including a sample of 5,246 men (1:30 sample), and human immunodeficiency virus (HIV)-1 positive men (N = 500) between 2005 and 2008. The HCV prevalence was 2.2% in the sampled group and 8.4% in HIV-1 sero-positives. Among the sampled group, HIV-1 infection, injection drug use (IDU) history, and unsafe injections were associated with HCV infection; adjusted prevalence rate ratios [RRs; 95% confidence intervals (CIs)] were 3.7 (1.04-12.77), 1.9 (1.04-3.54), and 1.8 (1.02-3.11), respectively. Among HIV-1 sero-positives, an IDU history and residence in southern Thailand were associated with HCV prevalence; adjusted RRs (95% CIs) were 3.5 (1.71-7.24) and 2.6 (1.18-5.61), respectively. Public health measures to prevent HCV in Thailand should focus on reducing injection drug use and other exposures to unsafe injections among young Thai men."
Doc No.33,7885,negative/unlabeled,17.615612,Association between chronic hepatitis C virus infection and low muscle mass in US adults.,"Given that low muscle mass can lead to worse health outcomes in patients with chronic infections, we assessed whether chronic hepatitis C virus (HCV) infection was associated with low muscle mass among US adults. We performed a cross-sectional study of the National Health Examination and Nutrition Study (1999-2010). Chronic HCV-infected patients had detectable HCV RNA. Low muscle mass was defined as <10th percentile for mid-upper arm circumference (MUAC). Multivariable logistic regression was used to determine adjusted odds ratios (aORs) with 95% confidence intervals (CIs) of low muscle mass associated with chronic HCV. Among 18 513 adults, chronic HCV-infected patients (n = 303) had a higher prevalence of low muscle mass than uninfected persons (13.8% vs 6.7%; aOR, 2.22; 95% CI, 1.39-3.56), and this association remained when analyses were repeated among persons without significant liver fibrosis (aOR, 2.12; 95% CI, 1.30-3.47). This study demonstrates that chronic HCV infection is associated with low muscle mass, as assessed by MUAC measurements, even in the absence of advanced liver disease. "
Doc No.34,11159,negative/unlabeled,17.613811,Prevalence trend and correlates of HHV-8 infection in HIV-infected patients.,"To assess the circulation of human herpesvirus (HHV)-8 infection over the years, two seroprevalence surveys were conducted, which tested sera from HIV-infected individuals recruited 10 years apart (206 individuals from 1986 to 1988 and 177 individuals from 1997 to 1998). For all patients, antibodies to hepatitis C virus (HCV), hepatitis B virus (HBV), and HHV-8 lytic and latent antigens were evaluated.HHV-8 seroprevalence was higher among individuals recruited in the 1990s (31.6% for anti-lytic, 8.5% for anti-latent antibodies) compared with similar findings in those seen in the late 1980s (14.6% and 3.4% for anti-lytic and anti-latent antibodies, respectively), with a twofold increase of the risk of HHV-8 infection. However, the increase was observed only among injecting drug users, whereas seroprevalence tended to slightly increase among those infected by sexual contact. At univariate analysis, time of recruitment and being homosexual men were factors associated with HHV-8 infection, an association that remained after adjusting for age. HBV infection was significantly associated with HHV-8 infection (odds ratio [OR], 2.2; 95% confidence interval [CI], 1.3-3.6), whereas those infected with HCV had a lower probability of having HHV-8 antibodies (OR, 0.3; 95% CI, 0.20-0.6). After controlling for age and gender, time of recruitment remained independently associated with HHV-8 infection among injecting drug users. In conclusion, HHV-8 seroprevalence appears to be increased during 10 years among HIV-infected injection drug users but not among homosexual men, who remain those at the highest risk of infection."
Doc No.35,18892,negative/unlabeled,17.483412,Longitudinal evaluation of serum estradiol and estrone in male patients infected with the human immunodeficiency virus.,"In patients with human immunodeficiency virus (HIV) infection alteration of various endocrine functions have been described. However, there is limited information available on estrogens and their function in these patients. The aim of this study was to evaluate the pituitary and testicular endocrine markers: 14 HIV-positive men were included into the longitudinal study with a follow up to of 18 month period. None of the patients had a history or clinical evidence of endocrine dysfunction. Follicle stimulating hormone (FSH), luteinizing hormone (LH), prolactin, estrone, estradiol, and testosterone were measured in serum by commercially available radioimmunoassays. Prolactin levels were not affected in the patients. LH and FSH remained within normal range, but at the end of the study period we observed a significant increase of LH (p < 0.05). In addition, testosterone levels were normal with a slight reduction at the end of the 18-month observation period (p <0.05). Both estrone and estradiol were significantly increased with a further rise at the end of the study (p <0.05). In summary, the elevation of the serum estrone and estradiol in HIV-afflicted patients correlated with the progress of the HIV-disease, being paralleled by a decrease in testosterone. The altered relation of estrogens and testosterone may in a part be responsible for the complaints of decreased libido and increased impotence often observed in HIV-infected men."
Doc No.36,1354,negative/unlabeled,17.460564,HIV infection in the era of highly active antiretroviral therapy: the Malaga Study.,"We analyse the characteristics of patients diagnosed with HIV infection in the highly active antiretroviral therapy era in the southeast of Spain. Data were collected on 470 HIV patients diagnosed between January 1997 and December 2002. The number of cases fell over recent years and HIV transmission was sexual in 70.5%. The mean CD4 lymphocyte count was 302.1 x 10(6)/L and the mean viral load 4.70 log(10). Diagnosis of HIV coincided with an AIDS-defining opportunistic illness in 30.6% of patients and a late diagnosis (CD4 < 200 x 10(6)/L) was made in 48.3% of patients. A late diagnosis was related to male gender (OR 2.50; 95% CI 1.20-5.12; P < 0.001) and AIDS case (OR 18.80; 95% CI 10.50-33.80; P < 0.00001). These results suggest that there has been a progressive reduction in new cases of HIV-infected patients, with the main route of transmission being sexual and that the diagnosis was late in almost half the patients."
Doc No.37,9097,negative/unlabeled,17.385008,Double-blind placebo-controlled pilot trial of acemannan in advanced human immunodeficiency virus disease.,"We assessed the safety and surrogate markers' effect of acemannan as an adjunctive to antiretroviral therapy among patients with advanced HIV disease receiving zidovudine (ZDV) or didanosine (ddI) in a randomized, double-blind, placebo-controlled trial of acemannan (400 mg orally four times daily). Eligible patients of either sex had CD4 counts of 50-300/microl twice within 1 month of study entry and had received 26 months of antiretroviral treatment (ZDV or ddI) at a stable dose for the month before entry. CD4 counts were made every 4 weeks for 48 weeks. P24 antigen was measured at entry and every 12 weeks thereafter. Sequential quantitative lymphocyte cultures for HIV and ZDV pharmacokinetics were performed in a subset of patients. Sixty-three patients were randomized. All were males (mean age 39 years). The mean baseline CD4 counts were 165 and 147/microl in the placebo and acemannan groups, respectively; 90 percent of the patients were receiving ZDV at entry. Six patients in the acemannan group and five in the placebo group developed AIDS-defining illnesses. There was no statistically significant difference between the groups at 48 weeks with regard to the absolute change or rate of decline at CD4 count. Among ZDV-treated patients, the median rates of CD4 change (ACD4) in the initial 16 weeks were - 121 and - 120 cells per year in the placebo and acemannan groups, respectively ( p = 0.45), ACD4 from week 16 to 48 was 0 and - 61 cells per year in the acemannan and placebo groups (p = .11), respectively. There was no statistical difference between groups with regard to adverse events, p24 antigen, quantitative virology, or pharmacokinetics. Twenty-four patients, 11 receiving placebo and 13 receiving acemannan, discontinued study therapy prematurely, none due to serious adverse reactions. Our results demonstrate that acemannan at an oral daily dose of 1600 mg does not prevent the decline in CD4 count characteristic of progressive HIV disease. Acemannan showed no significant effect on p24 antigen and quantitative virology. Acemannan was well tolerated and showed no significant pharmacokinetic interaction with ZDV."
Doc No.38,11971,positive/labeled,17.210327,Effect of ribavirin on intracellular and plasma pharmacokinetics of nucleoside reverse transcriptase inhibitors in patients with human immunodeficiency virus-hepatitis C virus coinfection: results of a randomized clinical study.,"The intracellular triphosphorylation and plasma pharmacokinetics of lamivudine (3TC), stavudine (d4T), and zidovudine (ZDV) were assessed in a pharmacokinetic substudy, in 56 human immunodeficiency virus-hepatitis C virus (HIV-HCV) coinfected patients receiving peginterferon alfa-2a (40KD) 180 microg/week plus either placebo or ribavirin (RBV) 800 mg/day in the AIDS PEGASYS Ribavirin International Coinfection Trial. There were no significant differences between patients treated with RBV and placebo in plasma pharmacokinetics parameters for the nucleoside reverse transcriptase inhibitors (NRTIs) at steady state (weeks 8 to 12): ratios of least squares mean of area under the plasma concentration-time curve (AUC(0-12 h)) were 1.17 (95% confidence interval, 0.91 to 1.51) for 3TC, 1.44 (95% confidence interval, 0.58 to 3.60) for d4T and 0.85 (95% confidence interval, 0.50 to 1.45) for ZDV, and ratios of least squares mean plasma C(max) were 1.33 (95% confidence interval, 0.99 to 1.78), 1.06 (95% confidence interval, 0.68 to 1.65), and 0.84 (95% confidence interval, 0.46 to 1.53), respectively. Concentrations of NRTI triphosphate (TP) metabolites in relation to those of the triphosphates of endogenous deoxythymidine-triphosphate (dTTP) and deoxcytidine-triphosphate (dCTP) were similar in the RBV and placebo groups. Differences (RBV to placebo) in least squares mean ratios of AUC(0-12 h) at steady state were 0.274 (95% confidence interval, -0.37 to 0.91) for 3TC-TP:dCTP, 0.009 (95% confidence interval, -0.06 to 0.08) for d4T-TP:dTTP, and -0.081 (95% confidence interval, -0.40 to 0.24) for ZDV-TP:dTTP. RBV did not adversely affect HIV-1 replication. In summary, RBV 800 mg/day administered in combination with peginterferon alfa-2a (40KD) does not significantly affect the intracellular phosphorylation or plasma pharmacokinetics of 3TC, d4T, and ZDV in HIV-HCV-coinfected patients."
Doc No.39,11460,negative/unlabeled,17.174341,When 'raw sex' turns to a 'raw deal' … taking the opportunity to think about sex? Interviews with HIV-positive gay men diagnosed with acute hepatitis C.,"Since 2001, cases of hepatitis C virus (HCV) sexual transmission have been reported in France, among HIV-positive gay men who do not inject drugs. An earlier study focused on the incidence of acute hepatitis C and risk factors associated with HCV transmission. The present study, based on in-depth interviews, aimed to highlight the biography, the sexual practices and the experiences of gay men infected with HCV. Beyond an apparent uniformity, the group of interviewees illustrates a variety of situations, life stories and health pathways, depending on their age. These well-adjusted gay men were used to engaging in unprotected sexual practices, but before their diagnosis they largely ignored HCV-transmission risk, which was associated in their mind with a pejorative drug addict image. Once diagnosed with acute hepatitis C, they experienced a critical and emotional period during which they were open to discuss their sexual practices and reconsider risk-reduction procedures, without being willing to give up on their satisfying sex life. Health educators should consider labelling hepatitis C as an STI in order to disrupt its negative image and to help HIV-positive gay man raise their awareness of HCV-transmission risks and implement better risk-reduction strategies."
Doc No.40,17625,positive/labeled,17.13868,"Sociodemographic and Health Profile of Heterosexual Men Living With HIV in Ontario, Canada.","In Ontario, Canada, the number of heterosexual men living with HIV has increased over time, yet they remain an understudied population. The study objective was to describe the sociodemographic and clinical characteristics of this population, using data from a multisite clinical cohort of patients receiving HIV care. Sociodemographic and clinical characteristics of men interviewed between 2010 and 2012 were compared according to their self-identified sexual orientation, followed by multivariable linear and logistic regression to assess the association of sexual orientation with CD4 cell count, viral load, hepatitis C co-infection, self-rated health, and mental health concerns after adjustment for covariates. A total of 552 men identified as heterosexual, 2,023 as gay, and 171 as bisexual. Compared to gay and bisexual men, heterosexual men were more likely to have been born outside of Canada (34.8%); more likely to report African, Caribbean, or Black ethnicity (26.4%) or Indigenous ethnicity (13.6%); and more likely to have low socioeconomic status (59.5% earning less than $20,000 per year), and/or a history of injection drug use (31.7%). Relative to gay men, heterosexual men had 5.19 times the odds of co-infection with hepatitis C virus regardless of injection drug use history (95% confidence interval = 3.87-6.96), and 40% lower odds of rating their health as excellent or good (95% confidence interval = 0.50-0.84). HIV-positive heterosexual men in Ontario constituted a socially marginalized group characterized by a high prevalence of injection drug use history and hepatitis C co-infection."
