Doc No.,Order,Label,BM25 Score,Title,Abstract
Doc No.187,1636,positive/labeled,11.988488,Cytotoxic CD4 T cells in viral hepatitis.,"CD4+ T cells are thought to contribute to antiviral immune responses by secretion of cytokines thereby providing help to CD8+ T and B cells. However, perforin-positive cytotoxic CD4+ T cells have been described in human immunodeficiency virus-positive patients suggesting a role not only of CD8+ but also of CD4+ T cells for killing virus-infected cells. We investigated 76 patients with viral hepatitis [15 hepatitis B virus (HBV), 22 HBV/hepatitis D virus and 17 hepatitis C virus (HCV)] for cytotoxic CD4+ T cells. The frequency of perforin-positive CD4+ T cells in viral hepatitis was highly variable ranging from < 1% to more than 25%. Perforin-positive CD4+ T cells displayed the phenotype of terminally differentiated effector cells (CD28-, CD27-). The highest frequencies of CD4+ cytotoxic T lymphocytes (CTLs) were found in patients with delta hepatitis (P = 0.04 vs HBV and HCV patients), and the presence of CD4+ CTLs was associated with elevated aspartate aminotransferase levels (P = 0.01) and decreased platelet counts (P = 0.03). Perforin-positive CD4+ T cells decreased in two individuals during spontaneous clearance of acute hepatitis C. Significant associations were found between the frequency of perforin-expressing CD4+ cells and age (P = 0.04), perforin-positive CD8+ cells (P < 0.001) and perforin-positive CD4-/CD8- lymphoid cells (P = 0.002). Differentiated CD27- effector CD4+ CTLs can be detected in patients with viral hepatitis. In particular in patients with more advanced liver disease, the accumulation of perforin-positive T cells with age could be one correlate for the more severe course of viral hepatitis in elderly individuals."
Doc No.188,8899,negative/unlabeled,11.986625,Adherence to nucleos(t)ide analogues for chronic hepatitis B in clinical practice and correlation with virological breakthroughs.,"Medication adherence is important for the success of nucleos(t)ide analogue (NUC) treatment for chronic hepatitis B. The aims of this study were to determine adherence to NUCs and factors associated with NUC adherence and to correlate NUC adherence with the occurrence of virological breakthroughs in patients with chronic hepatitis B. Consecutive patients with chronic hepatitis B receiving NUC were asked to complete a survey every 3 months. Adherence was also assessed by healthcare providers in the clinic. Adherence rate was defined as the per cent of days the patients took their hepatitis B virus medications during the last 30 days. A total of 111 patients were studied. The mean age was 47.7 years, 73.9% were men, 57.7% were Asian, 42.3% had postgraduate education and 80% had private insurance. Sixty-nine (74.1%) patients reported 100% adherence in the survey, while 78 (83.9%) reported 100% adherence to their healthcare providers. Patients with 100% adherence based on the survey were older (P = 0.02), more likely to be men (P = 0.006), and had higher annual household income (P = 0.04) than those with <100% adherence. In the 80 patients who completed three surveys, viral breakthrough was observed in 1/46 (2.2%) with 100% adherence on all three surveys, 1/18 (5.6%) with <100% adherence on one survey and 3/16 (18.8%) with <100% adherence on ≥2 surveys, (P = 0.06). In conclusion, adherence to NUC therapy in our patients with chronic hepatitis B was high but self-reporting of adherence to healthcare providers may be inflated. Patients with chronic hepatitis B with better adherence to NUC therapy had a trend towards a lower rate of viral breakthroughs."
Doc No.189,569,positive/labeled,11.98365,Highly active antiretroviral therapy restores CD4+ Vbeta T-cell repertoire in patients with primary acute HIV infection but not in treatment-naive HIV+ patients with severe chronic infection.,"In drug-naive HIV+ patients, we analyzed the effects of highly active antiretroviral therapy (HAART) on the reconstitution of the T-cell receptor (TCR) repertoire. We followed 2 groups of patients for 1 year: 18 individuals who experienced acute HIV infection and 24 patients who had HIV infection for many years but never took HAART. They were compared with 10 healthy controls who were longitudinally analyzed for the same period. We performed cytofluorometric analysis of the Vbeta TCR repertoire and detected the clonality of different Vbeta families by the spectratyping method. A new statistical approach based on the use of mixed models was then employed to analyze the data. Before the beginning of therapy, the repertoire of patients with acute or chronic infection was significantly different from that of healthy controls. After therapy, patients with acute HIV infection showed an improvement of the repertoire among either CD4+ or CD8+ T lymphocytes. Conversely, patients with chronic infection were capable of changing their repertoire among CD8+ but not CD4+ T lymphocytes. Our results indicate that HAART can restore the T-cell repertoire in individuals whose immune system is not severely compromised by the infection."
Doc No.190,2021,positive/labeled,11.981147,Kinetics of the changes of lymphocyte subsets defined by cytokine production at single cell level during highly active antiretroviral therapy for HIV-1 infection.,"The effects of highly active antiretroviral therapy on cytokine imbalances associated with HIV-1 infection have not been characterized. Using single cell analysis by flow cytometry, we show that a significant recovery in the frequency of IL-2-producing cells was only observed in patients with a sustained control of viral replication and that the overexpanded CD8 T cell population of CD28- IFN-gamma + cells was not significantly reduced after 1 yr of effective therapy. Moreover, a detrimental role of IL-4 is suggested by the association between an enhanced proportion of IL-4-producing cells within the CD4 and particularly the CD8 subset and viral load rebound. Finally, the kinetics of changes of cell subsets assessed for simultaneous production of different cytokines supports the view that cell reconstitution during highly active antiretroviral therapy is initially due to redistribution of terminally differentiated cells, followed by peripheral expansion of less differentiated ones and a late progressive increase of the proportion of functionally defined naive/memory precursor lymphocytes. These data bring new support for the role of cytokine imbalances in AIDS pathogenesis and may be relevant for the definition of immunointervention targets."
Doc No.191,8033,negative/unlabeled,11.971504,Evaluation of human immunodeficiency virus type 1-infected Chinese patients treated with highly active antiretroviral therapy for two years.,"The purpose of this study was to evaluate the long-term efficacy and safety of nevirapine in combination with didanosine and stavudine in the treatment of human immunodeficiency virus (HIV)1-infected Chinese patients in routine clinical practice. The study, from April 2003 to May 2005, with follow-up through 24 mo, was conducted at the Department of Infectious Diseases, Second Xiangya Hospital, Central-South University in Changsha, Hunan Province, China. Twenty-seven HIV1-infected patients received didanosine, stavudine, and nevirapine. Information from case notes regarding age, sex, side effects, viral load, naive and memory T cells, and CD4(+) and CD8(+) T cell count at baseline, 3, 6, 12, 18, and 24 mo was collected and analyzed. Virologic suppression, defined as an HIV RNA concentration of less than 50 copies/mL at months 3, 6, 12, 18, and 24, was considered the main outcome measure. Of 27 patients, 17 were men with a mean age 33.5 yr. The mean baseline viral load was 5.15 log copies/mL and the mean CD4(+) cell count was 185 cells/dL. Of 27 patients, 3 patients discontinued study medication; treatment was changed, because of side effects, from didanosine (ddI), stavudine (d4T), and nevirapine (NVP) to zidovudine, lamivudine, and NVP for 24 patients who had completed 24 mo of treatment with ddI, d4T, and NVP; and viral load suppression was attained in 17 patients (70.8%) at 12 mo, in 14 patients (58.3%) at 18 mo, and in 13 patients (56.6%) at 24 mo. The CD4 T cell count increased by 114 cells/microL (mean, 299 cells/microL) after 12 mo of treatment and by 132 cells/microL (mean, 317 cells/microL) after 24 mo of treatment. Naive T cells and memory cells also increased in number, but at a slower rate. Activated (CD38(+)) CD8(+) T cells were elevated at baseline (67.7%) and declined by month 24 (49.7%), but did not reach normal levels. We conclude that a regimen of NVP with ddI and d4T provided durable suppression of plasma viral load in HIV-infected patients, with significant improvement in the CD4 cell count, and can be well tolerated by patients with HIV-1 infection."
Doc No.192,4535,negative/unlabeled,11.955655,"Superior control of HIV-1 replication by CD8+ T cells is reflected by their avidity, polyfunctionality, and clonal turnover.","The key attributes of CD8+ T cell protective immunity in human immunodeficiency virus (HIV) infection remain unclear. We report that CD8+ T cell responses specific for Gag and, in particular, the immunodominant p24 epitope KK10 correlate with control of HIV-1 replication in human histocompatibility leukocyte antigen (HLA)-B27 patients. To understand further the nature of CD8+ T cell-mediated antiviral efficacy, we performed a comprehensive study of CD8+ T cells specific for the HLA-B27-restricted epitope KK10 in chronic HIV-1 infection based on the use of multiparametric flow cytometry together with molecular clonotypic analysis and viral sequencing. We show that B27-KK10-specific CD8+ T cells are characterized by polyfunctional capabilities, increased clonal turnover, and superior functional avidity. Such attributes are interlinked and constitute the basis for effective control of HIV-1 replication. These data on the features of effective CD8+ T cells in HIV infection may aid in the development of successful T cell vaccines."
Doc No.193,7285,negative/unlabeled,11.9538,Provision of clinical pharmacist services for individuals with chronic hepatitis C viral infection: Joint Opinion of the GI/Liver/Nutrition and Infectious Diseases Practice and Research Networks of the American College of Clinical Pharmacy.,"The objective of this opinion paper was to identify and describe potential clinical pharmacists' services for the prevention and management of patients infected with the hepatitis C virus (HCV). The goals of this paper are to guide the establishment and development of pharmacy services for patients infected with HCV and to highlight HCV research and educational opportunities. Recommendations were based on the following: a review of published data on clinical pharmacist involvement in the treatment and management of HCV-infected patients; a consensus of clinical pharmacists who provide direct patient care to HCV-infected patients and practice in different pharmacy models, including community-based and academic settings; and a review of published guidelines and literature focusing on the treatment and management of HCV infections. The recommendations provided in this opinion paper define the areas of clinical pharmacist involvement and clinical pharmacy practice in the treatment and management of patients with HCV. Clinical pharmacists can promote preventive measures and education about reducing HCV transmission, improve medication adherence, assist in monitoring clinical and adverse effects, recommend treatment strategies to minimize adverse effects and drug interactions, and facilitate medication acquisition and logistics that positively improve patient outcomes and reduce the health care system costs. "
Doc No.194,703,negative/unlabeled,11.944906,Absence of favourable changes in circulating levels of interleukin-16 or beta-chemokine concentration following structured intermittent interruption treatment of chronic human immunodeficiency virus infection.,"Changes in virological and immunological parameters were analysed following structured intermittent interruption of highly active anti-retroviral therapy (HAART) of patients with chronic human immunodeficiency virus (HIV) infection. Parameters analysed were serum levels of the CD8+ T-cell-derived inhibitory molecules interleukin-16 (IL-16), monocyte inhibitory protein-1beta (MIP-1beta) and RANTES ('regulated upon activation, normal T-cell expressed and presumably secreted'), and the enhancer of HIV replication, monocyte chemotactic protein-1 (MCP-1). Twenty-five patients with chronic HIV infection were evaluated during three cycles of intermittent interruptions of therapy (8 weeks on/4 weeks off) in comparison with 20 healthy sex- and age-matched controls. At enrolment, HIV-infected patients showed significantly higher serum concentrations of IL-16 and RANTES, and significantly lower concentrations of MCP-1, than did healthy controls. Levels of MIP-1beta were similar in both groups. Only the serum levels of IL-16 increased significantly in HIV-infected patients after every treatment interruption. However, differences between the CD4+ or CD8+ T-cell counts/microL, HIV loads and serum concentrations of each cytokine at baseline and at the end of the three cycles of intermittent interruptions of therapy were not significant. It was concluded that structured intermittent interruption of HAART for patients with chronic HIV infection did not modify the immunological parameters, including serum levels of CD8+ T-cell-derived inhibitory molecules, or the virus parameters studied. Thus, the findings do not support the use of this treatment modality for the management of HIV-infected patients."
Doc No.195,5147,negative/unlabeled,11.943645,Developments of indoles as anti-HIV-1 inhibitors.,"Since the first case of acquired immunodeficiency syndrome (AIDS) was reported in 1981, AIDS has always been a global health threat and the leading cause of deaths due to the rapid emergence of drug-resistance and unwanted metabolic side effects. Every day in 2007 an estimated 6850 people were newly infected with human immunodeficiency virus (HIV). Over the past 28 years the rapid worldwide spread of AIDS has prompted an intense research effort to discover compounds that could effectively inhibit HIV. The development of new, selective and safe inhibitors for the treatment of HIV, therefore, still remains a high priority for medical research. To the best of our knowledge, the indole derivatives have been considered as one class of promising HIV-1 inhibitors, such as delavirdine approved by the Food and Drug Administration (FDA) in 1997 for use in combination with other antiretrovirals in adults with HIV infection. In this review we focus on the synthesis and anti-HIV-1 activity of indole derivatives, in the meantime, the structure-activity relationship (SAR) for some derivatives are also surveyed. It will pave the way for the design of indole derivatives as anti-HIV-1 drugs in the future."
Doc No.196,8998,negative/unlabeled,11.938372,Restrictions for Medicaid Reimbursement of Sofosbuvir for the Treatment of Hepatitis C Virus Infection in the United States.,"The aim of this study was to systematically evaluate state Medicaid policies for the treatment of hepatitis C virus (HCV) infection with sofosbuvir in the United States. Medicaid reimbursement criteria for sofosbuvir were evaluated in all 50 states and the District of Columbia. The authors searched state Medicaid Web sites between 23 June and 7 December 2014 and extracted data in duplicate. Any differences were resolved by consensus. Data were extracted on whether sofosbuvir was covered and the criteria for coverage based on the following categories: liver disease stage, HIV co-infection, prescriber type, and drug or alcohol use. Of the 42 states with known Medicaid reimbursement criteria for sofosbuvir, 74% limit sofosbuvir access to persons with advanced fibrosis (Meta-Analysis of Histologic Data in Viral Hepatitis [METAVIR] fibrosis stage F3) or cirrhosis (F4). One quarter of states require persons co-infected with HCV and HIV to be receiving antiretroviral therapy or to have suppressed HIV RNA levels. Two thirds of states have restrictions based on prescriber type, and 88% include drug or alcohol use in their sofosbuvir eligibility criteria, with 50% requiring a period of abstinence and 64% requiring urine drug screening. Heterogeneity is present in Medicaid reimbursement criteria for sofosbuvir with respect to liver disease staging, HIV co-infection, prescriber type, and drug or alcohol use across the United States. Restrictions do not seem to conform with recommendations from professional organizations, such as the Infectious Diseases Society of America and the American Association for the Study of Liver Diseases. Current restrictions seem to violate federal Medicaid law, which requires states to cover drugs consistent with their U.S. Food and Drug Administration labels."
Doc No.197,7648,negative/unlabeled,11.930403,Impact of HLA in mother and child on disease progression of pediatric human immunodeficiency virus type 1 infection.,"A broad Gag-specific CD8(+) T-cell response is associated with effective control of adult human immunodeficiency virus (HIV) infection. The association of certain HLA class I molecules, such as HLA-B*57, -B*5801, and -B*8101, with immune control is linked to mutations within Gag epitopes presented by these alleles that allow HIV to evade the immune response but that also reduce viral replicative capacity. Transmission of such viruses containing mutations within Gag epitopes results in lower viral loads in adult recipients. In this study of pediatric infection, we tested the hypothesis that children may tend to progress relatively slowly if either they themselves possess one of the protective HLA-B alleles or the mother possesses one of these alleles, thereby transmitting a low-fitness virus to the child. We analyzed HLA type, CD8(+) T-cell responses, and viral sequence changes for 61 mother-child pairs from Durban, South Africa, who were monitored from birth. Slow progression was significantly associated with the mother or child possessing one of the protective HLA-B alleles, and more significantly so when the protective allele was not shared by mother and child (P = 0.007). Slow progressors tended to make CD8(+) T-cell responses to Gag epitopes presented by the protective HLA-B alleles, in contrast to progressors expressing the same alleles (P = 0.07; Fisher's exact test). Mothers expressing the protective alleles were significantly more likely to transmit escape variants within the Gag epitopes presented by those alleles than mothers not expressing those alleles (75% versus 21%; P = 0.001). Reversion of transmitted escape mutations was observed in all slow-progressing children whose mothers possessed protective HLA-B alleles. These data show that HLA class I alleles influence disease progression in pediatric as well as adult infection, both as a result of the CD8(+) T-cell responses generated in the child and through the transmission of low-fitness viruses by the mother."
Doc No.198,4794,negative/unlabeled,11.92974,Factors related to virologic failure among HIV-positive injecting drug users treated with combination antiretroviral therapy including two nucleoside reverse transcriptase inhibitors and nevirapine.,"Treatment strategies in human immunodeficiency virus (HIV)-positive active injecting drug users (IDUs) must take into account their lifestyles, that often result in low adherence to therapy. The nonnucleoside reverse transcriptase inhibitors (NNRTI) offer simpler treatment regimens, but the appearance of drug resistance during treatment failure may cause high levels of cross-resistance to all NNRTIs. We adopted a combination therapy of two NRTIs and nevirapine (NVP) for treatment of IDU patients to evaluate its feasibility in such patients. From October 1998 to December 1999, demographic, clinical, and laboratory data from 80 IDUs on this regimen were collected. Fisher's exact test, Kaplan Meier method, and Cox model were used for statistical analysis. Overall, 20 IDUs discontinued the treatment because of side effects and 20 IDUs experienced treatment failure. Considering the treatment failure as an end point, 55.6% (95% confidence interval [CI]: 37.9%-72.6%) of patients was still undergoing treatment after 12 months compared to 44.6% (31.8%-58.6%) when discontinuation was also taken into account. An increasing trend over time was observed in the CD4+ lymphocyte count, among failing and nonfailing IDUs. By multivariate analysis, baseline HIV-RNA, treatment breaks and low adherence and active injecting drug use turned out to be significantly associated with treatment failure. Our results show that continuing injecting drug use and treatment breaks are the main factors that can lead to treatment failure in IDUs and easily to NNRTI class resistance."
Doc No.199,7929,negative/unlabeled,11.905477,The hepatitis B virus X protein induces HIV-1 replication and transcription in synergy with T-cell activation signals: functional roles of NF-kappaB/NF-AT and SP1-binding sites in the HIV-1 long terminal repeat promoter.,"Co-infection with hepatitis B virus (HBV) and human immunodeficiency virus type-1 (HIV-1) is relatively common. However, the impact of this co-infection on the clinical outcome of HIV infection has not been elucidated. We herein demonstrate that the HBV X protein (HBx) superinduces ongoing HIV-1 replication and HIV-1 long terminal repeat (LTR) transcription by synergizing with Tat protein and with T-cell activation signals. Although HBx cooperated with mitogenic stimuli in the induction of reporter plasmids harboring the HIV-1 kappaB enhancer, in both a NF-kappaB-dependent manner and a NF-AT-dependent manner, deletion of this element from the LTR did not affect the HBx-mediated up-regulation in the presence of Tat and/or mitogens. In contrast, mutation of the proximal LTR Sp1-binding sites abolished the HBx-mediated synergistic activation, but only when it was accompanied by deletion of the kappaB enhancer. When HBx was targeted to the nucleus, its ability to synergize with cellular activation stimuli was maintained. Furthermore, mutations of HBx affecting its interaction with the basal transcription machinery abrogated the synergistic activation by HBx, suggesting that this protein exerts its function by acting as a nuclear co-activator. These results indicate that HBx could contribute to a faster progression to AIDS in HBV-HIV co-infected individuals."
Doc No.200,5566,negative/unlabeled,11.903992,An improvement in virologic response to highly active antiretroviral therapy in clinical practice from 1996 through 2002.,"Early studies of highly active antiretroviral therapy (HAART) use in clinical practice suggested suboptimal rates of viral suppression. HAART regimens and expertise in the use of HAART have since evolved, and we sought to determine how virologic response to HAART has changed in clinical practice. We compared all patients who started a first HAART regimen from 1996 through 2002 in a longitudinal cohort of HIV-infected patients in care in Baltimore. There were significant improvements in suppressing HIV RNA to < 400 copies/mL, ranging from 43.8% (1996) to 72.4% (2001-2002) by 6 months and from 60.1% (1996) to 79.9% (2001-2002) by 12 months (both P < 0.01 for trend). There were also significant improvements in CD4 cell response. Over time, there was a significant increase in the use of a nonnucleoside reverse transcriptase inhibitor (NNRTI) or boosted protease inhibitor (PI) regimen compared with a single PI as well as an increase in the number of patients who were antiretroviral (ARV) naive. There was also a significant temporal trend from 1996 through 2002 in achieving a suppressed HIV RNA level, adjusting for being ARV naive, specific HAART regimen, CD4 cell count, HIV-1 RNA level, and demographic factors. This suggests that improved virologic response may also be attributable to other factors such as a greater focus on medication adherence, improved ARV tolerability, and ease of dosing."
Doc No.201,2950,negative/unlabeled,11.889636,Impact of hepatitis C virus coinfection on immune restoration during successful antiretroviral therapy in chronic human immunodeficiency virus type 1 disease.,"The effect of coinfection with hepatitis C virus (HCV) on immune restoration in 39 human immunodeficiency virus (HIV)-infected patients during treatment with combined antiretroviral therapy (cART) was prospectively evaluated. After 48 weeks of treatment, HCV-coinfected patients had lower increases in CD4% (P = .05), total CD4+ (P = .01), and naïve CD4+ (P = .06) T cells than did single-infected subjects. Higher baseline naïve CD4+ T-cell levels were associated with better CD4+ (P = .05) and naïve CD4+ (P < .001) T-cell recovery. After a 4-year follow up, the differences disappeared (median CD4+ increase: 291 and 306 cells for HCV-positive and HCV-negative patients, respectively, P = .9). No significant differences were seen in memory CD4+ T cells (P = .30), and CD8+ cells expressing CD38 (P = .10) and CD28 (P = .73). These results suggest that, independently of other factors, infection with HCV blunts early CD4+ T-cell recovery in HIV-infected patients treated with combined antiretroviral therapy (cART). However, as good control of viral replication is maintained, satisfactory long-term immune restoration can nonetheless be achieved."
Doc No.202,3258,negative/unlabeled,11.825914,Association of hepatitis C virus-specific CD8+ T cells with viral clearance in acute hepatitis C.,"CD8+ T lymphocytes play a major role in antiviral immune defense. Their significance for acute hepatitis C is unclear. Our aim was to correlate the CD8+ T cell response with the outcome of infection. Eighteen patients with acute hepatitis C and 19 normal donors were studied. Hepatitis C virus (HCV)-specific CD8+ T cells were identified in the enzyme-linked immunospot assay by their interferon-gamma (IFN-gamma) production after specific stimulation. The highest numbers of IFN-gamma-producing HCV-specific CD8+ T cells were found in patients with acute hepatitis C and a self-limited course of disease during the first 6 months after onset of disease, but these numbers dropped thereafter to undetectable levels. The differences in responsiveness between patients with self-limited disease versus patients with a chronic course were statistically significant (P<.001). Our data show that the number of IFN-gamma-producing HCV-specific CD8+ T cells during the first 6 months after onset of disease is associated with eradication of the HCV infection."
Doc No.203,9951,negative/unlabeled,11.812618,A bereavement support group intervention is longitudinally associated with salutary effects on the CD4 cell count and number of physician visits.,"A randomized, controlled, clinical trial was conducted to examine the impact of a semistructured, 10-week, once weekly, 90-min/session bereavement support group intervention on immunological, neuroendocrine, and clinical health status in human immunodeficiency virus type 1-seropositive (HIV-1+) and HIV-1-seronegative (HIV-1-) homosexual men, compared to a standard of care control condition. A total of 119 homosexual men (74 HIV-1+ and 45 HIV-1-) were assessed at baseline, 10 weeks, and 6 months follow-up. At the 6-month follow-up assessment, the intervention groups exhibited significant beneficial effects compared to controls on changes in CD4 cell, total T-lymphocyte, and total lymphocyte counts, when baseline levels, antiretroviral medication use, CDC stage of disease, and other potentially confounding factors were accounted for. There was no statistically significant effect on the CD4/CD8 ratio or on the CD8 cell count. The effect on CD4 cell count was associated with group attendance and with changes in plasma cortisol level. Plasma cortisol levels decreased significantly among intervention subjects, compared to controls. A significantly reduced number of health care visits over the 6-month follow-up period among the intervention subjects supported the clinical relevance of the immunological changes observed for both HIV-1+ and HIV-1- individuals. These results indicate that behavioral interventions may have salutary immunological and clinical health effects following bereavement among HIV-1-infected individuals. The effect in HIV-1- individuals suggests that this bereavement support group intervention might have similar salutary effects in the general population. Potential effects of such interventions on clinical HIV disease progression are of interest and should be studied."
Doc No.204,8400,negative/unlabeled,11.796133,Evidence for CD8+ antiviral activity in cats infected with feline immunodeficiency virus.,"Human immunodeficiency virus (HIV) causes a long, asymptomatic infection characterized by normal to elevated numbers of circulating CD8+ cells and a progressive decline in CD4+ cells. It has been speculated that HIV-specific antiviral activity driven by CD8+ T cells may control viral replication during this period and maintain the clinically asymptomatic stage of disease. The disease induced in cats by feline immunodeficiency virus (FIV) is similar to HIV in that it is characterized by a long asymptomatic stage with a progressive decline in CD4+ cells, culminating in AIDS. In the present study, we demonstrate that FIV is more readily isolated from CD8+ T-cell-depleted peripheral blood mononuclear cells (PBMC) of FIV-infected cats than from unfractionated PBMC cultures. In addition, CD8+ T cells isolated from FIV-positive cats demonstrating anti-FIV activity in PBMC cultures inhibit FIV infection of FCD4E cells in vitro. Anti-FIV activity is not found in FIV- negative cats and is not characteristic of cats acutely infected with FIV but is present in the majority of chronically infected, clinically asymptomatic and symptomatic cats. Decreases in plasma and cell-associated viremia during the acute-stage FIV infection appears to precede the appearance of CD8+ anti-FIV cells in the circulation. In summary, this study demonstrates a population(s) of CD8+ T cells in chronically FIV-infected cats capable of suppressing FIV replication in cultured PBMC. The significance of anti-FIV CD8+ cells in the immunopathogenesis of the infection and disease progression has yet to be determined."
Doc No.205,5415,negative/unlabeled,11.77281,Terminal differentiation of T cells is strongly associated with CMV infection and increased in HIV-positive individuals on ART and lifestyle matched controls.,"HIV-1-positive individuals on successful antiretroviral therapy (ART) are reported to have higher rates of age-associated non-communicable comorbidities (AANCCs). HIV-associated immune dysfunction has been suggested to contribute to increased AANCC risk. Here we performed a cross-sectional immune phenotype analysis of T cells in ART-treated HIV-1-positive individuals with undetectable vireamia (HIV-positives) and HIV-1-negative individuals (HIV-negatives) over 45 years of age. In addition, two control groups were studied: HIV negative adults selected based on lifestyle and demographic factors (Co-morBidity in Relation to AIDS, or COBRA) and unselected age-matched donors from a blood bank. Despite long-term ART (median of 12.2 years), HIV-infected adults had lower CD4+ T-cell counts and higher CD8+ T-cell counts compared to well-matched HIV-negative COBRA participants. The proportion of CD38+HLA-DR+ and PD-1+ CD4+ T-cells was higher in HIV-positive cohort compared to the two HIV-negative cohorts. The proportion CD57+ and CD27-CD28- cells of both CD4+ and CD8+ T-cells in HIV-positives was higher compared to unselected adults (blood bank) as reported before but this difference was not apparent in comparison with well-matched HIV-negative COBRA participants. Multiple regression analysis showed that the presence of an increased proportion of terminally differentiated T cells was strongly associated with CMV infection. Compared to appropriately selected HIV-negative controls, HIV-positive individuals on ART with long-term suppressed viraemia exhibited incomplete immune recovery and increased immune activation/exhaustion. CMV infection rather than treated HIV infection appears to have more consistent effects on measures of terminal differentiation of T cells."
Doc No.206,4653,negative/unlabeled,11.77245,Anti-TAR polyamide nucleotide analog conjugated with a membrane-permeating peptide inhibits human immunodeficiency virus type 1 production.,"The emergence of drug-resistant variants has posed a significant setback against effective antiviral treatment for human immunodeficiency virus (HIV) infections. The choice of a nonmutable region of the viral genome such as the conserved transactivation response element (TAR element) in the 5' long terminal repeat (LTR) may potentially be an effective target for drug development. We have earlier demonstrated that a polyamide nucleotide analog (PNA) targeted to the TAR hairpin element, when transfected into cells, can effectively inhibit Tat-mediated transactivation of HIV type 1 (HIV-1) LTR (T. Mayhood et al., Biochemistry 39:11532-11539, 2000). Here we show that this anti-TAR PNA (PNA(TAR)), upon conjugation with a membrane-permeating peptide vector (transportan) retained its affinity for TAR in vitro similar to the unconjugated analog. The conjugate was efficiently internalized into the cells when added to the culture medium. Examination of the functional efficacy of the PNA(TAR)-transportan conjugate in cell culture using luciferase reporter gene constructs resulted in a significant inhibition of Tat-mediated transactivation of HIV-1 LTR. Furthermore, PNA(TAR)-transportan conjugate substantially inhibited HIV-1 production in chronically HIV-1-infected H9 cells. The mechanism of this inhibition appeared to be regulated at the level of transcription. These results demonstrate the efficacy of PNA(TAR)-transportan as a potential anti-HIV agent."
Doc No.207,9193,negative/unlabeled,11.76179,Inhibition of human immunodeficiency virus type 1 replication with artificial transcription factors targeting the highly conserved primer-binding site.,"The human immunodeficiency virus type 1 (HIV-1) primer-binding site (PBS) is a highly conserved region in the HIV genome and represents an attractive target for the development of new anti-HIV therapies. In this study, we designed four artificial zinc finger transcription factors to bind at or adjacent to the PBS and repress transcription from the HIV-1 long terminal repeat (LTR). These proteins bound to the LTR in vivo, as demonstrated by the chromatin immunoprecipitation assay. In transient reporter assays, three of the four proteins repressed transcription of a reporter driven by the HIV-1 LTR. Only one of these proteins, however, designated KRAB-PBS2, was able to prevent virus production when transduced into primary lymphocytes. We observed >90% inhibition of viral replication over the course of several weeks compared to untransduced cells, and no significant cytotoxicity was observed. Long-term exposure of HIV-1 to KRAB-PBS2 induced mutations in the HIV-1 PBS that reduced the effectiveness of the repressor, but these mutations also resulted in decreased rates of viral replication. These results show that KRAB-PBS2 has the potential to be used in antiviral therapy for AIDS patients and might complement other gene-based strategies."
Doc No.208,9747,negative/unlabeled,11.733641,A systematic review of treatment fatigue among HIV-infected patients prescribed antiretroviral therapy.,"HIV treatment requires lifelong adherence to medication regimens that comprise inconvenient scheduling, adverse side effects, and lifestyle changes. Antiretroviral adherence and treatment fatigue have been inextricably linked. Adherence in HIV-infected populations has been well investigated; however, little is known about treatment fatigue. This review examines the current state of the literature on treatment fatigue among HIV populations and provides an overview of its etiology and potential consequences. Standard systematic research methods were used to gather published papers on treatment fatigue and HIV. Five databases were searched using PRISMA criteria. Of 1557 studies identified, 21 met the following inclusion criteria: (a) study participants were HIV-infected; (b) participants were prescribed antiretroviral medication; (c) the article referenced treatment fatigue; (d) the article was published in a peer-reviewed journal; and (e) text was available in English. Only seven articles operationally defined treatment fatigue, with three themes emerging throughout the definitions: (1) pill burden; (2) loss of desire to adhere to the regimen; and (3) nonadherence to regimens as a consequence of treatment fatigue. Based on these studies, treatment fatigue may be defined as ""decreased desire and motivation to maintain vigilance in adhering to a treatment regimen among patients prescribed long-term protocols."" The cause and course of treatment fatigue appear to vary by developmental stage. To date, only structured treatment interruptions have been examined as an intervention to reduce treatment fatigue in children and adults. No behavioral interventions have been developed to reduce treatment fatigue. Further, only qualitative studies have examined treatment fatigue conceptually. Studies designed to systematically assess treatment fatigue are needed. Increased understanding of the course and duration of treatment fatigue is expected to improve adherence interventions, thereby improving clinical outcomes for individuals living with HIV. "
